"x","y"
-41.6624999998352,-20.5624999996667
-41.645833333167,-20.5624999996667
-41.6708333331693,-20.570833333
-41.6541666665011,-20.570833333
-41.6708333331693,-20.5791666663333
-41.6708333331693,-20.5874999996667
-41.6624999998352,-20.5874999996667
-41.6541666665011,-20.5874999996667
-41.6541666665011,-20.595833333
-41.645833333167,-20.595833333
-41.6874999998374,-20.6041666663333
-41.6791666665034,-20.6041666663333
-41.645833333167,-20.6041666663333
-41.7041666665056,-20.6124999996667
-41.6624999998352,-20.6124999996667
-41.645833333167,-20.6124999996667
-41.7124999998397,-20.620833333
-41.6791666665034,-20.620833333
-41.6624999998352,-20.620833333
-41.645833333167,-20.620833333
-41.6291666664989,-20.620833333
-41.6874999998374,-20.6291666663333
-41.6791666665034,-20.6291666663333
-41.6541666665011,-20.6291666663333
-41.637499999833,-20.6291666663333
-41.7124999998397,-20.6374999996667
-41.7041666665056,-20.6374999996667
-41.6958333331715,-20.6374999996667
-41.6874999998374,-20.6374999996667
-41.6791666665034,-20.6374999996667
-41.645833333167,-20.6374999996667
-41.6291666664989,-20.6374999996667
-41.7291666665079,-20.645833333
-41.7208333331738,-20.645833333
-41.7124999998397,-20.645833333
-41.6791666665034,-20.645833333
-41.6541666665011,-20.645833333
-41.637499999833,-20.645833333
-41.6291666664989,-20.645833333
-41.7124999998397,-20.6541666663333
-41.7041666665056,-20.6541666663333
-41.6958333331715,-20.6541666663333
-41.645833333167,-20.6541666663333
-41.6208333331648,-20.6541666663333
-41.7374999998419,-20.6624999996667
-41.7041666665056,-20.6624999996667
-41.6958333331715,-20.6624999996667
-41.6541666665011,-20.6624999996667
-41.645833333167,-20.6624999996667
-41.637499999833,-20.6624999996667
-41.6291666664989,-20.6624999996667
-41.6208333331648,-20.6624999996667
-41.7291666665079,-20.670833333
-41.7208333331738,-20.670833333
-41.7124999998397,-20.670833333
-41.6958333331715,-20.670833333
-41.6874999998374,-20.670833333
-41.6708333331693,-20.670833333
-41.637499999833,-20.670833333
-41.6291666664989,-20.670833333
-41.6208333331648,-20.670833333
-41.6124999998307,-20.670833333
-41.745833333176,-20.6791666663333
-41.7208333331738,-20.6791666663333
-41.7041666665056,-20.6791666663333
-41.6958333331715,-20.6791666663333
-41.6624999998352,-20.6791666663333
-41.6541666665011,-20.6791666663333
-41.6291666664989,-20.6791666663333
-41.7124999998397,-20.6874999996667
-41.7041666665056,-20.6874999996667
-41.6958333331715,-20.6874999996667
-41.6874999998374,-20.6874999996667
-41.6708333331693,-20.6874999996667
-41.6291666664989,-20.6874999996667
-41.6208333331648,-20.6874999996667
-41.6124999998307,-20.6874999996667
-41.7708333331783,-20.695833333
-41.7624999998442,-20.695833333
-41.7541666665101,-20.695833333
